speaker_id,session,utt_id,primary_expected_file,all_candidates
F01,Session1,37,F01_Session1_0037.npy,F01_Session1_0037.npy|F01_Session1_37.npy|F01_0037.npy|F01_37.npy
F01,Session1,38,F01_Session1_0038.npy,F01_Session1_0038.npy|F01_Session1_38.npy|F01_0038.npy|F01_38.npy
F01,Session1,39,F01_Session1_0039.npy,F01_Session1_0039.npy|F01_Session1_39.npy|F01_0039.npy|F01_39.npy
F01,Session1,40,F01_Session1_0040.npy,F01_Session1_0040.npy|F01_Session1_40.npy|F01_0040.npy|F01_40.npy
F01,Session1,41,F01_Session1_0041.npy,F01_Session1_0041.npy|F01_Session1_41.npy|F01_0041.npy|F01_41.npy
F01,Session1,42,F01_Session1_0042.npy,F01_Session1_0042.npy|F01_Session1_42.npy|F01_0042.npy|F01_42.npy
F01,Session1,43,F01_Session1_0043.npy,F01_Session1_0043.npy|F01_Session1_43.npy|F01_0043.npy|F01_43.npy
F01,Session1,44,F01_Session1_0044.npy,F01_Session1_0044.npy|F01_Session1_44.npy|F01_0044.npy|F01_44.npy
F01,Session1,45,F01_Session1_0045.npy,F01_Session1_0045.npy|F01_Session1_45.npy|F01_0045.npy|F01_45.npy
F01,Session1,46,F01_Session1_0046.npy,F01_Session1_0046.npy|F01_Session1_46.npy|F01_0046.npy|F01_46.npy
F01,Session1,47,F01_Session1_0047.npy,F01_Session1_0047.npy|F01_Session1_47.npy|F01_0047.npy|F01_47.npy
F01,Session1,48,F01_Session1_0048.npy,F01_Session1_0048.npy|F01_Session1_48.npy|F01_0048.npy|F01_48.npy
F01,Session1,49,F01_Session1_0049.npy,F01_Session1_0049.npy|F01_Session1_49.npy|F01_0049.npy|F01_49.npy
F01,Session1,50,F01_Session1_0050.npy,F01_Session1_0050.npy|F01_Session1_50.npy|F01_0050.npy|F01_50.npy
F01,Session1,51,F01_Session1_0051.npy,F01_Session1_0051.npy|F01_Session1_51.npy|F01_0051.npy|F01_51.npy
F01,Session1,52,F01_Session1_0052.npy,F01_Session1_0052.npy|F01_Session1_52.npy|F01_0052.npy|F01_52.npy
F01,Session1,53,F01_Session1_0053.npy,F01_Session1_0053.npy|F01_Session1_53.npy|F01_0053.npy|F01_53.npy
F01,Session1,54,F01_Session1_0054.npy,F01_Session1_0054.npy|F01_Session1_54.npy|F01_0054.npy|F01_54.npy
F01,Session1,55,F01_Session1_0055.npy,F01_Session1_0055.npy|F01_Session1_55.npy|F01_0055.npy|F01_55.npy
F01,Session1,56,F01_Session1_0056.npy,F01_Session1_0056.npy|F01_Session1_56.npy|F01_0056.npy|F01_56.npy
F01,Session1,57,F01_Session1_0057.npy,F01_Session1_0057.npy|F01_Session1_57.npy|F01_0057.npy|F01_57.npy
F01,Session1,58,F01_Session1_0058.npy,F01_Session1_0058.npy|F01_Session1_58.npy|F01_0058.npy|F01_58.npy
F01,Session1,59,F01_Session1_0059.npy,F01_Session1_0059.npy|F01_Session1_59.npy|F01_0059.npy|F01_59.npy
F01,Session1,60,F01_Session1_0060.npy,F01_Session1_0060.npy|F01_Session1_60.npy|F01_0060.npy|F01_60.npy
F01,Session1,61,F01_Session1_0061.npy,F01_Session1_0061.npy|F01_Session1_61.npy|F01_0061.npy|F01_61.npy
F01,Session1,62,F01_Session1_0062.npy,F01_Session1_0062.npy|F01_Session1_62.npy|F01_0062.npy|F01_62.npy
F01,Session1,63,F01_Session1_0063.npy,F01_Session1_0063.npy|F01_Session1_63.npy|F01_0063.npy|F01_63.npy
F01,Session1,64,F01_Session1_0064.npy,F01_Session1_0064.npy|F01_Session1_64.npy|F01_0064.npy|F01_64.npy
F01,Session1,65,F01_Session1_0065.npy,F01_Session1_0065.npy|F01_Session1_65.npy|F01_0065.npy|F01_65.npy
F01,Session1,66,F01_Session1_0066.npy,F01_Session1_0066.npy|F01_Session1_66.npy|F01_0066.npy|F01_66.npy
F01,Session1,67,F01_Session1_0067.npy,F01_Session1_0067.npy|F01_Session1_67.npy|F01_0067.npy|F01_67.npy
F01,Session1,68,F01_Session1_0068.npy,F01_Session1_0068.npy|F01_Session1_68.npy|F01_0068.npy|F01_68.npy
F01,Session1,69,F01_Session1_0069.npy,F01_Session1_0069.npy|F01_Session1_69.npy|F01_0069.npy|F01_69.npy
F01,Session1,70,F01_Session1_0070.npy,F01_Session1_0070.npy|F01_Session1_70.npy|F01_0070.npy|F01_70.npy
F01,Session1,71,F01_Session1_0071.npy,F01_Session1_0071.npy|F01_Session1_71.npy|F01_0071.npy|F01_71.npy
F01,Session1,72,F01_Session1_0072.npy,F01_Session1_0072.npy|F01_Session1_72.npy|F01_0072.npy|F01_72.npy
F01,Session1,73,F01_Session1_0073.npy,F01_Session1_0073.npy|F01_Session1_73.npy|F01_0073.npy|F01_73.npy
F01,Session1,74,F01_Session1_0074.npy,F01_Session1_0074.npy|F01_Session1_74.npy|F01_0074.npy|F01_74.npy
F01,Session1,75,F01_Session1_0075.npy,F01_Session1_0075.npy|F01_Session1_75.npy|F01_0075.npy|F01_75.npy
F01,Session1,76,F01_Session1_0076.npy,F01_Session1_0076.npy|F01_Session1_76.npy|F01_0076.npy|F01_76.npy
F01,Session1,77,F01_Session1_0077.npy,F01_Session1_0077.npy|F01_Session1_77.npy|F01_0077.npy|F01_77.npy
F01,Session1,78,F01_Session1_0078.npy,F01_Session1_0078.npy|F01_Session1_78.npy|F01_0078.npy|F01_78.npy
F01,Session1,79,F01_Session1_0079.npy,F01_Session1_0079.npy|F01_Session1_79.npy|F01_0079.npy|F01_79.npy
F01,Session1,80,F01_Session1_0080.npy,F01_Session1_0080.npy|F01_Session1_80.npy|F01_0080.npy|F01_80.npy
F01,Session1,81,F01_Session1_0081.npy,F01_Session1_0081.npy|F01_Session1_81.npy|F01_0081.npy|F01_81.npy
F01,Session1,82,F01_Session1_0082.npy,F01_Session1_0082.npy|F01_Session1_82.npy|F01_0082.npy|F01_82.npy
F01,Session1,83,F01_Session1_0083.npy,F01_Session1_0083.npy|F01_Session1_83.npy|F01_0083.npy|F01_83.npy
F01,Session1,84,F01_Session1_0084.npy,F01_Session1_0084.npy|F01_Session1_84.npy|F01_0084.npy|F01_84.npy
F01,Session1,85,F01_Session1_0085.npy,F01_Session1_0085.npy|F01_Session1_85.npy|F01_0085.npy|F01_85.npy
F01,Session1,86,F01_Session1_0086.npy,F01_Session1_0086.npy|F01_Session1_86.npy|F01_0086.npy|F01_86.npy
F01,Session1,87,F01_Session1_0087.npy,F01_Session1_0087.npy|F01_Session1_87.npy|F01_0087.npy|F01_87.npy
F01,Session1,88,F01_Session1_0088.npy,F01_Session1_0088.npy|F01_Session1_88.npy|F01_0088.npy|F01_88.npy
F01,Session1,89,F01_Session1_0089.npy,F01_Session1_0089.npy|F01_Session1_89.npy|F01_0089.npy|F01_89.npy
F01,Session1,90,F01_Session1_0090.npy,F01_Session1_0090.npy|F01_Session1_90.npy|F01_0090.npy|F01_90.npy
F01,Session1,91,F01_Session1_0091.npy,F01_Session1_0091.npy|F01_Session1_91.npy|F01_0091.npy|F01_91.npy
F01,Session1,92,F01_Session1_0092.npy,F01_Session1_0092.npy|F01_Session1_92.npy|F01_0092.npy|F01_92.npy
F01,Session1,93,F01_Session1_0093.npy,F01_Session1_0093.npy|F01_Session1_93.npy|F01_0093.npy|F01_93.npy
F01,Session1,94,F01_Session1_0094.npy,F01_Session1_0094.npy|F01_Session1_94.npy|F01_0094.npy|F01_94.npy
F01,Session1,95,F01_Session1_0095.npy,F01_Session1_0095.npy|F01_Session1_95.npy|F01_0095.npy|F01_95.npy
F01,Session1,96,F01_Session1_0096.npy,F01_Session1_0096.npy|F01_Session1_96.npy|F01_0096.npy|F01_96.npy
F01,Session1,97,F01_Session1_0097.npy,F01_Session1_0097.npy|F01_Session1_97.npy|F01_0097.npy|F01_97.npy
F01,Session1,98,F01_Session1_0098.npy,F01_Session1_0098.npy|F01_Session1_98.npy|F01_0098.npy|F01_98.npy
F01,Session1,99,F01_Session1_0099.npy,F01_Session1_0099.npy|F01_Session1_99.npy|F01_0099.npy|F01_99.npy
F01,Session1,100,F01_Session1_0100.npy,F01_Session1_0100.npy|F01_Session1_100.npy|F01_0100.npy|F01_100.npy
F01,Session1,101,F01_Session1_0101.npy,F01_Session1_0101.npy|F01_Session1_101.npy|F01_0101.npy|F01_101.npy
F01,Session1,102,F01_Session1_0102.npy,F01_Session1_0102.npy|F01_Session1_102.npy|F01_0102.npy|F01_102.npy
F01,Session1,103,F01_Session1_0103.npy,F01_Session1_0103.npy|F01_Session1_103.npy|F01_0103.npy|F01_103.npy
F01,Session1,104,F01_Session1_0104.npy,F01_Session1_0104.npy|F01_Session1_104.npy|F01_0104.npy|F01_104.npy
F01,Session1,105,F01_Session1_0105.npy,F01_Session1_0105.npy|F01_Session1_105.npy|F01_0105.npy|F01_105.npy
F01,Session1,106,F01_Session1_0106.npy,F01_Session1_0106.npy|F01_Session1_106.npy|F01_0106.npy|F01_106.npy
F01,Session1,107,F01_Session1_0107.npy,F01_Session1_0107.npy|F01_Session1_107.npy|F01_0107.npy|F01_107.npy
F01,Session1,108,F01_Session1_0108.npy,F01_Session1_0108.npy|F01_Session1_108.npy|F01_0108.npy|F01_108.npy
F01,Session1,109,F01_Session1_0109.npy,F01_Session1_0109.npy|F01_Session1_109.npy|F01_0109.npy|F01_109.npy
F01,Session1,110,F01_Session1_0110.npy,F01_Session1_0110.npy|F01_Session1_110.npy|F01_0110.npy|F01_110.npy
F01,Session1,111,F01_Session1_0111.npy,F01_Session1_0111.npy|F01_Session1_111.npy|F01_0111.npy|F01_111.npy
F01,Session1,112,F01_Session1_0112.npy,F01_Session1_0112.npy|F01_Session1_112.npy|F01_0112.npy|F01_112.npy
F01,Session1,113,F01_Session1_0113.npy,F01_Session1_0113.npy|F01_Session1_113.npy|F01_0113.npy|F01_113.npy
F01,Session1,114,F01_Session1_0114.npy,F01_Session1_0114.npy|F01_Session1_114.npy|F01_0114.npy|F01_114.npy
F01,Session1,115,F01_Session1_0115.npy,F01_Session1_0115.npy|F01_Session1_115.npy|F01_0115.npy|F01_115.npy
F01,Session1,116,F01_Session1_0116.npy,F01_Session1_0116.npy|F01_Session1_116.npy|F01_0116.npy|F01_116.npy
F01,Session1,117,F01_Session1_0117.npy,F01_Session1_0117.npy|F01_Session1_117.npy|F01_0117.npy|F01_117.npy
F01,Session1,118,F01_Session1_0118.npy,F01_Session1_0118.npy|F01_Session1_118.npy|F01_0118.npy|F01_118.npy
F01,Session1,119,F01_Session1_0119.npy,F01_Session1_0119.npy|F01_Session1_119.npy|F01_0119.npy|F01_119.npy
F01,Session1,120,F01_Session1_0120.npy,F01_Session1_0120.npy|F01_Session1_120.npy|F01_0120.npy|F01_120.npy
F01,Session1,121,F01_Session1_0121.npy,F01_Session1_0121.npy|F01_Session1_121.npy|F01_0121.npy|F01_121.npy
F01,Session1,122,F01_Session1_0122.npy,F01_Session1_0122.npy|F01_Session1_122.npy|F01_0122.npy|F01_122.npy
F01,Session1,123,F01_Session1_0123.npy,F01_Session1_0123.npy|F01_Session1_123.npy|F01_0123.npy|F01_123.npy
F01,Session1,124,F01_Session1_0124.npy,F01_Session1_0124.npy|F01_Session1_124.npy|F01_0124.npy|F01_124.npy
F01,Session1,125,F01_Session1_0125.npy,F01_Session1_0125.npy|F01_Session1_125.npy|F01_0125.npy|F01_125.npy
F01,Session1,126,F01_Session1_0126.npy,F01_Session1_0126.npy|F01_Session1_126.npy|F01_0126.npy|F01_126.npy
F01,Session1,127,F01_Session1_0127.npy,F01_Session1_0127.npy|F01_Session1_127.npy|F01_0127.npy|F01_127.npy
F01,Session1,128,F01_Session1_0128.npy,F01_Session1_0128.npy|F01_Session1_128.npy|F01_0128.npy|F01_128.npy
F01,Session1,129,F01_Session1_0129.npy,F01_Session1_0129.npy|F01_Session1_129.npy|F01_0129.npy|F01_129.npy
F01,Session1,130,F01_Session1_0130.npy,F01_Session1_0130.npy|F01_Session1_130.npy|F01_0130.npy|F01_130.npy
F01,Session1,131,F01_Session1_0131.npy,F01_Session1_0131.npy|F01_Session1_131.npy|F01_0131.npy|F01_131.npy
F01,Session1,132,F01_Session1_0132.npy,F01_Session1_0132.npy|F01_Session1_132.npy|F01_0132.npy|F01_132.npy
F01,Session1,133,F01_Session1_0133.npy,F01_Session1_0133.npy|F01_Session1_133.npy|F01_0133.npy|F01_133.npy
F01,Session1,134,F01_Session1_0134.npy,F01_Session1_0134.npy|F01_Session1_134.npy|F01_0134.npy|F01_134.npy
F03,Session1,1,F03_Session1_0001.npy,F03_Session1_0001.npy|F03_Session1_1.npy|F03_0001.npy|F03_1.npy
F03,Session1,2,F03_Session1_0002.npy,F03_Session1_0002.npy|F03_Session1_2.npy|F03_0002.npy|F03_2.npy
F03,Session1,3,F03_Session1_0003.npy,F03_Session1_0003.npy|F03_Session1_3.npy|F03_0003.npy|F03_3.npy
F03,Session1,4,F03_Session1_0004.npy,F03_Session1_0004.npy|F03_Session1_4.npy|F03_0004.npy|F03_4.npy
F03,Session1,5,F03_Session1_0005.npy,F03_Session1_0005.npy|F03_Session1_5.npy|F03_0005.npy|F03_5.npy
F03,Session1,6,F03_Session1_0006.npy,F03_Session1_0006.npy|F03_Session1_6.npy|F03_0006.npy|F03_6.npy
F03,Session1,7,F03_Session1_0007.npy,F03_Session1_0007.npy|F03_Session1_7.npy|F03_0007.npy|F03_7.npy
F03,Session1,8,F03_Session1_0008.npy,F03_Session1_0008.npy|F03_Session1_8.npy|F03_0008.npy|F03_8.npy
F03,Session1,9,F03_Session1_0009.npy,F03_Session1_0009.npy|F03_Session1_9.npy|F03_0009.npy|F03_9.npy
F03,Session1,10,F03_Session1_0010.npy,F03_Session1_0010.npy|F03_Session1_10.npy|F03_0010.npy|F03_10.npy
F03,Session1,11,F03_Session1_0011.npy,F03_Session1_0011.npy|F03_Session1_11.npy|F03_0011.npy|F03_11.npy
F03,Session1,12,F03_Session1_0012.npy,F03_Session1_0012.npy|F03_Session1_12.npy|F03_0012.npy|F03_12.npy
F03,Session1,13,F03_Session1_0013.npy,F03_Session1_0013.npy|F03_Session1_13.npy|F03_0013.npy|F03_13.npy
F03,Session1,14,F03_Session1_0014.npy,F03_Session1_0014.npy|F03_Session1_14.npy|F03_0014.npy|F03_14.npy
F03,Session1,15,F03_Session1_0015.npy,F03_Session1_0015.npy|F03_Session1_15.npy|F03_0015.npy|F03_15.npy
F03,Session1,16,F03_Session1_0016.npy,F03_Session1_0016.npy|F03_Session1_16.npy|F03_0016.npy|F03_16.npy
F03,Session1,17,F03_Session1_0017.npy,F03_Session1_0017.npy|F03_Session1_17.npy|F03_0017.npy|F03_17.npy
F03,Session1,18,F03_Session1_0018.npy,F03_Session1_0018.npy|F03_Session1_18.npy|F03_0018.npy|F03_18.npy
F03,Session1,19,F03_Session1_0019.npy,F03_Session1_0019.npy|F03_Session1_19.npy|F03_0019.npy|F03_19.npy
F03,Session1,20,F03_Session1_0020.npy,F03_Session1_0020.npy|F03_Session1_20.npy|F03_0020.npy|F03_20.npy
F03,Session1,21,F03_Session1_0021.npy,F03_Session1_0021.npy|F03_Session1_21.npy|F03_0021.npy|F03_21.npy
F03,Session1,22,F03_Session1_0022.npy,F03_Session1_0022.npy|F03_Session1_22.npy|F03_0022.npy|F03_22.npy
F03,Session1,23,F03_Session1_0023.npy,F03_Session1_0023.npy|F03_Session1_23.npy|F03_0023.npy|F03_23.npy
F03,Session1,24,F03_Session1_0024.npy,F03_Session1_0024.npy|F03_Session1_24.npy|F03_0024.npy|F03_24.npy
F03,Session1,25,F03_Session1_0025.npy,F03_Session1_0025.npy|F03_Session1_25.npy|F03_0025.npy|F03_25.npy
F03,Session1,26,F03_Session1_0026.npy,F03_Session1_0026.npy|F03_Session1_26.npy|F03_0026.npy|F03_26.npy
F03,Session1,27,F03_Session1_0027.npy,F03_Session1_0027.npy|F03_Session1_27.npy|F03_0027.npy|F03_27.npy
F03,Session1,28,F03_Session1_0028.npy,F03_Session1_0028.npy|F03_Session1_28.npy|F03_0028.npy|F03_28.npy
F03,Session1,29,F03_Session1_0029.npy,F03_Session1_0029.npy|F03_Session1_29.npy|F03_0029.npy|F03_29.npy
F03,Session1,30,F03_Session1_0030.npy,F03_Session1_0030.npy|F03_Session1_30.npy|F03_0030.npy|F03_30.npy
F03,Session1,31,F03_Session1_0031.npy,F03_Session1_0031.npy|F03_Session1_31.npy|F03_0031.npy|F03_31.npy
F03,Session1,32,F03_Session1_0032.npy,F03_Session1_0032.npy|F03_Session1_32.npy|F03_0032.npy|F03_32.npy
F03,Session1,33,F03_Session1_0033.npy,F03_Session1_0033.npy|F03_Session1_33.npy|F03_0033.npy|F03_33.npy
F03,Session1,34,F03_Session1_0034.npy,F03_Session1_0034.npy|F03_Session1_34.npy|F03_0034.npy|F03_34.npy
F03,Session1,35,F03_Session1_0035.npy,F03_Session1_0035.npy|F03_Session1_35.npy|F03_0035.npy|F03_35.npy
F03,Session1,36,F03_Session1_0036.npy,F03_Session1_0036.npy|F03_Session1_36.npy|F03_0036.npy|F03_36.npy
F03,Session1,37,F03_Session1_0037.npy,F03_Session1_0037.npy|F03_Session1_37.npy|F03_0037.npy|F03_37.npy
F03,Session1,38,F03_Session1_0038.npy,F03_Session1_0038.npy|F03_Session1_38.npy|F03_0038.npy|F03_38.npy
F03,Session1,39,F03_Session1_0039.npy,F03_Session1_0039.npy|F03_Session1_39.npy|F03_0039.npy|F03_39.npy
F03,Session1,40,F03_Session1_0040.npy,F03_Session1_0040.npy|F03_Session1_40.npy|F03_0040.npy|F03_40.npy
F03,Session1,41,F03_Session1_0041.npy,F03_Session1_0041.npy|F03_Session1_41.npy|F03_0041.npy|F03_41.npy
F03,Session1,42,F03_Session1_0042.npy,F03_Session1_0042.npy|F03_Session1_42.npy|F03_0042.npy|F03_42.npy
F03,Session1,43,F03_Session1_0043.npy,F03_Session1_0043.npy|F03_Session1_43.npy|F03_0043.npy|F03_43.npy
F03,Session1,44,F03_Session1_0044.npy,F03_Session1_0044.npy|F03_Session1_44.npy|F03_0044.npy|F03_44.npy
F03,Session1,45,F03_Session1_0045.npy,F03_Session1_0045.npy|F03_Session1_45.npy|F03_0045.npy|F03_45.npy
F03,Session1,46,F03_Session1_0046.npy,F03_Session1_0046.npy|F03_Session1_46.npy|F03_0046.npy|F03_46.npy
F03,Session1,47,F03_Session1_0047.npy,F03_Session1_0047.npy|F03_Session1_47.npy|F03_0047.npy|F03_47.npy
F03,Session1,48,F03_Session1_0048.npy,F03_Session1_0048.npy|F03_Session1_48.npy|F03_0048.npy|F03_48.npy
F03,Session1,49,F03_Session1_0049.npy,F03_Session1_0049.npy|F03_Session1_49.npy|F03_0049.npy|F03_49.npy
F03,Session1,50,F03_Session1_0050.npy,F03_Session1_0050.npy|F03_Session1_50.npy|F03_0050.npy|F03_50.npy
F03,Session1,51,F03_Session1_0051.npy,F03_Session1_0051.npy|F03_Session1_51.npy|F03_0051.npy|F03_51.npy
F03,Session1,52,F03_Session1_0052.npy,F03_Session1_0052.npy|F03_Session1_52.npy|F03_0052.npy|F03_52.npy
F03,Session1,53,F03_Session1_0053.npy,F03_Session1_0053.npy|F03_Session1_53.npy|F03_0053.npy|F03_53.npy
F03,Session1,54,F03_Session1_0054.npy,F03_Session1_0054.npy|F03_Session1_54.npy|F03_0054.npy|F03_54.npy
F03,Session1,55,F03_Session1_0055.npy,F03_Session1_0055.npy|F03_Session1_55.npy|F03_0055.npy|F03_55.npy
F03,Session1,56,F03_Session1_0056.npy,F03_Session1_0056.npy|F03_Session1_56.npy|F03_0056.npy|F03_56.npy
F03,Session1,57,F03_Session1_0057.npy,F03_Session1_0057.npy|F03_Session1_57.npy|F03_0057.npy|F03_57.npy
F03,Session1,58,F03_Session1_0058.npy,F03_Session1_0058.npy|F03_Session1_58.npy|F03_0058.npy|F03_58.npy
F03,Session1,59,F03_Session1_0059.npy,F03_Session1_0059.npy|F03_Session1_59.npy|F03_0059.npy|F03_59.npy
F03,Session1,60,F03_Session1_0060.npy,F03_Session1_0060.npy|F03_Session1_60.npy|F03_0060.npy|F03_60.npy
F03,Session1,61,F03_Session1_0061.npy,F03_Session1_0061.npy|F03_Session1_61.npy|F03_0061.npy|F03_61.npy
F03,Session1,62,F03_Session1_0062.npy,F03_Session1_0062.npy|F03_Session1_62.npy|F03_0062.npy|F03_62.npy
F03,Session1,63,F03_Session1_0063.npy,F03_Session1_0063.npy|F03_Session1_63.npy|F03_0063.npy|F03_63.npy
F03,Session1,64,F03_Session1_0064.npy,F03_Session1_0064.npy|F03_Session1_64.npy|F03_0064.npy|F03_64.npy
F03,Session1,65,F03_Session1_0065.npy,F03_Session1_0065.npy|F03_Session1_65.npy|F03_0065.npy|F03_65.npy
F03,Session1,66,F03_Session1_0066.npy,F03_Session1_0066.npy|F03_Session1_66.npy|F03_0066.npy|F03_66.npy
F03,Session1,67,F03_Session1_0067.npy,F03_Session1_0067.npy|F03_Session1_67.npy|F03_0067.npy|F03_67.npy
F03,Session1,68,F03_Session1_0068.npy,F03_Session1_0068.npy|F03_Session1_68.npy|F03_0068.npy|F03_68.npy
F03,Session1,69,F03_Session1_0069.npy,F03_Session1_0069.npy|F03_Session1_69.npy|F03_0069.npy|F03_69.npy
F03,Session1,70,F03_Session1_0070.npy,F03_Session1_0070.npy|F03_Session1_70.npy|F03_0070.npy|F03_70.npy
F03,Session1,71,F03_Session1_0071.npy,F03_Session1_0071.npy|F03_Session1_71.npy|F03_0071.npy|F03_71.npy
F03,Session1,72,F03_Session1_0072.npy,F03_Session1_0072.npy|F03_Session1_72.npy|F03_0072.npy|F03_72.npy
F03,Session1,73,F03_Session1_0073.npy,F03_Session1_0073.npy|F03_Session1_73.npy|F03_0073.npy|F03_73.npy
F03,Session1,74,F03_Session1_0074.npy,F03_Session1_0074.npy|F03_Session1_74.npy|F03_0074.npy|F03_74.npy
F03,Session1,75,F03_Session1_0075.npy,F03_Session1_0075.npy|F03_Session1_75.npy|F03_0075.npy|F03_75.npy
F03,Session1,76,F03_Session1_0076.npy,F03_Session1_0076.npy|F03_Session1_76.npy|F03_0076.npy|F03_76.npy
F03,Session1,77,F03_Session1_0077.npy,F03_Session1_0077.npy|F03_Session1_77.npy|F03_0077.npy|F03_77.npy
F03,Session1,78,F03_Session1_0078.npy,F03_Session1_0078.npy|F03_Session1_78.npy|F03_0078.npy|F03_78.npy
F03,Session1,79,F03_Session1_0079.npy,F03_Session1_0079.npy|F03_Session1_79.npy|F03_0079.npy|F03_79.npy
F03,Session1,80,F03_Session1_0080.npy,F03_Session1_0080.npy|F03_Session1_80.npy|F03_0080.npy|F03_80.npy
F03,Session1,81,F03_Session1_0081.npy,F03_Session1_0081.npy|F03_Session1_81.npy|F03_0081.npy|F03_81.npy
F03,Session1,82,F03_Session1_0082.npy,F03_Session1_0082.npy|F03_Session1_82.npy|F03_0082.npy|F03_82.npy
F03,Session1,83,F03_Session1_0083.npy,F03_Session1_0083.npy|F03_Session1_83.npy|F03_0083.npy|F03_83.npy
